Page Title,Column1,Column2,Column3,Column4,Column5,Column6,Column7
Medal winners Nanjing 2014,"Mixed Weapon, Team, Mixed Youth",Asia-Oceania 1,MIX,Europe 1,MIX,Europe 2,MIX
Medal winners Nanjing 2014,Football,,,,,,
Medal winners Nanjing 2014,"Football, Boys",Peru,PER,Republic of Korea,KOR,Iceland,ISL
Medal winners Nanjing 2014,"Football, Girls",People's Republic of China,CHN,Venezuela,VEN,Mexico,MEX
Medal winners Nanjing 2014,Golf,,,,,,
Medal winners Nanjing 2014,"Individual, Boys",Renato Paratore,ITA,Marcus Kinhult,SWE,Danthai Boonma,THA
Medal winners Nanjing 2014,"Individual, Girls",Lee So-Young,KOR,Cheng Ssu-Chia,TPE,Supamas Sangchan,THA
Medal winners Nanjing 2014,"Team, Mixed Youth",Sweden,SWE,Republic of Korea,KOR,Italy,ITA
Medal winners Nanjing 2014,Handball,,,,,,
Medal winners Nanjing 2014,"Handball, Boys",Slovenia,SLO,Egypt,EGY,Norway,NOR
Medal winners Nanjing 2014,"Handball, Girls",Republic of Korea,KOR,Russian Federation,RUS,Sweden,SWE
Medal winners Nanjing 2014,Hockey 5s,,,,,,
Medal winners Nanjing 2014,"Hockey 5s, Boys",Australia,AUS,Canada,CAN,Spain,ESP
Medal winners Nanjing 2014,"Hockey 5s, Girls",People's Republic of China,CHN,Netherlands,NED,Argentina,ARG
Medal winners Nanjing 2014,Judo,,,,,,
Medal winners Nanjing 2014,"≤55 kilograms, Boys",Bauyrzhan Zhauyntayev,KAZ,Natiq Qurbanli,AZE,Jorre VerstraetenOğuzhan Karaca,BELTUR
Medal winners Nanjing 2014,"≤66 kilograms, Boys",Hifumi Abe,JPN,Bohdan Yadov,UKR,Wu ZhiqiangSukhrob Tursunov,CHNUZB
Medal winners Nanjing 2014,"≤81 kilograms, Boys",Mikhail Igolnikov,RUS,Tamazi Kirakozashvili,GEO,Iván SilvaFrank de Wit,CUBNED
Medal winners Nanjing 2014,"≤100 kilograms, Boys",Ramin Safaviyeh,IRI,Rostislav Dashkov,KGZ,Doménik Schönefeldt,GER
Medal winners Nanjing 2014,"≤44 kilograms, Girls",Melisa Çakmaklı,TUR,Leyla Əliyeva,AZE,Honoka YamauchiAnastasiya Turcheva,JPNRUS
Medal winners Nanjing 2014,"≤52 kilograms, Girls",Layana Colman,BRA,Betina Temelkova,BUL,Lee Hye-KyeongMaruša Štangar,KORSLO
Medal winners Nanjing 2014,"≤63 kilograms, Girls",Szabina Gercsák,HUN,Ştefania Dobre,ROU,Michaela PolleresJennifer Schwille,AUTGER
Medal winners Nanjing 2014,"≤78 kilograms, Girls",Brigita Matić,CRO,Aleksandra Samardžić,BIH,Sara RodríguezElvismar Rodríguez,ESPVEN
Medal winners Nanjing 2014,"Team, Mixed Youth",Team Rouge,MIX,Team Geesink,MIX,Team DouilletTeam Xian,MIXMIX
Medal winners Nanjing 2014,Modern Pentathlon,,,,,,
Medal winners Nanjing 2014,"Individual, Boys",Aleksandr Lifanov,RUS,Gergely Regős,HUN,Dovydas Vaivada,LTU
Medal winners Nanjing 2014,"Individual, Girls",Zhong Xiuting,CHN,Francesca Summers,GBR,Anna Matthes,GER
Medal winners Nanjing 2014,"Relay, Mixed Youth",Mixed team 1,MIX,Mixed team 2,MIX,Mixed team 3,MIX
Medal winners Nanjing 2014,Rhythmic Gymnastics,,,,,,
Medal winners Nanjing 2014,"Individual, Girls",Irina Annenkova,RUS,Maryia Trubach,BLR,Laura Zeng,USA
Medal winners Nanjing 2014,"Group, Girls",Russian Federation,RUS,Bulgaria,BUL,Kazakhstan,KAZ
Medal winners Nanjing 2014,Rowing,,,,,,
Medal winners Nanjing 2014,"Single Sculls, Boys",Tim Naske,GER,Boris Yotov,AZE,Dan de Groot,CAN
Medal winners Nanjing 2014,"Coxless Pairs, Boys",Romania,ROU,Czech Republic,CZE,Turkey,TUR
Medal winners Nanjing 2014,"Single Sculls, Girls",Krystsina Staraselets,BLR,Athina Angelopoulou,GRE,Camille Juillet,FRA
Medal winners Nanjing 2014,"Coxless Pairs, Girls",Romania,ROU,People's Republic of China,CHN,Canada,CAN
Medal winners Nanjing 2014,Rugby Sevens,,,,,,
Medal winners Nanjing 2014,"Rugby Sevens, Boys",France,FRA,Argentina,ARG,Fiji,FIJ
Medal winners Nanjing 2014,"Rugby Sevens, Girls",Australia,AUS,Canada,CAN,People's Republic of China,CHN
Medal winners Nanjing 2014,Sailing,,,,,,
Medal winners Nanjing 2014,"Windsurfer, Boys",Francisco Saubidet,ARG,Maksim Tokarev,RUS,Lars van Someren,NED
Medal winners Nanjing 2014,"One Person Dinghy, Boys",Bernie Chin,SGP,Rodolfo Pires,POR,Jonatán Vadnai,HUN
Medal winners Nanjing 2014,"Windsurfer, Girls",Wu Linli,CHN,Mariam Sekhposyan,RUS,Lucie Pianazza,FRA
Medal winners Nanjing 2014,"One Person Dinghy, Girls",Samantha Yom,SGP,Odile van Aanholt,NED,Jarian Brandes,PER
Medal winners Nanjing 2014,Shooting,,,,,,
Medal winners Nanjing 2014,"Air Pistol, 10 metres, Boys",Pavlo Korostylov,UKR,Kim Cheong-Yong,KOR,Edouard Dortomb,FRA
Medal winners Nanjing 2014,"Air Rifle, 10 metres, Boys",Yang Haoran,CHN,Hrachik Babayan,ARM,István Péni,HUN
Medal winners Nanjing 2014,"Air Pistol, 10 metres, Girls",Agata Nowak,POL,Margarita Lomova,RUS,Kim Min-Jeong,KOR
Medal winners Nanjing 2014,"Air Rifle, 10 metres, Girls",Sarah Hornung,SUI,Martina Veloso,SGP,Julia Budde,GER
Medal winners Nanjing 2014,"Air Rifle, 10 metres, Team, Mixed Youth",Mixed team 1,MIX,Mixed team 2,MIX,Mixed team 3,MIX
Medal winners Nanjing 2014,"Air Pistol, 10 metres, Team, Mixed Youth",Mixed team 1,MIX,Mixed team 2,MIX,Mixed team 3,MIX
Medal winners Nanjing 2014,Swimming,,,,,,
Medal winners Nanjing 2014,"50 metres Freestyle, Boys",Yu Hexin,CHN,Matheus Santana,BRA,Dylan Carter,TTO
Medal winners Nanjing 2014,"100 metres Freestyle, Boys",Matheus Santana,BRA,Yu Hexin,CHN,Damian Wierling,GER
Medal winners Nanjing 2014,"200 metres Freestyle, Boys",Nicolangelo Di Fabio,ITA,Kyle Stolk,NED,Damian Wierling,GER
Medal winners Nanjing 2014,"400 metres Freestyle, Boys",Mykhailo Romanchuk,UKR,Marcelo Acosta,ESA,Henrik Christiansen,NOR
Medal winners Nanjing 2014,"800 metres Freestyle, Boys",Ahmed Akram,EGY,Mykhailo Romanchuk,UKR,Henrik Christiansen,NOR
Medal winners Nanjing 2014,"4 × 100 metres Freestyle Relay, Boys",Great Britain,GBR,Italy,ITA,Germany,GER
Medal winners Nanjing 2014,"50 metres Backstroke, Boys",Yevgeny Rylov,RUS,Apostolos Christou,GRE,Simone Sabbioni,ITA
Medal winners Nanjing 2014,"100 metres Backstroke, Boys",Simone SabbioniYevgeny Rylov,ITARUS,—,—,Li Guangyuan,CHN
Medal winners Nanjing 2014,"200 metres Backstroke, Boys",Li Guangyuan,CHN,Yevgeny Rylov,RUS,Luke Greenbank,GBR
Medal winners Nanjing 2014,"50 metres Breaststroke, Boys",Nikola Obrovac,CRO,Carlos Claverie,VEN,Anton Chupkov,RUS
Medal winners Nanjing 2014,"100 metres Breaststroke, Boys",Anton Chupkov,RUS,Max Pilger,GER,Carlos Claverie,VEN
Medal winners Nanjing 2014,"200 metres Breaststroke, Boys",Ippei Watanabe,JPN,Carlos Claverie,VEN,Anton Chupkov,RUS
Medal winners Nanjing 2014,"50 metres Butterfly, Boys",Yu Hexin,CHN,Dylan Carter,TTO,Mathys Goosen,NED
Medal winners Nanjing 2014,"100 metres Butterfly, Boys",Li Zhuhao,CHN,Aleksandr Sadovnikov,RUS,Nic Brown,AUS
Medal winners Nanjing 2014,"200 metres Butterfly, Boys",Tamás Kenderesi,HUN,Benjámin Grátz,HUN,Giacomo Carini,ITA
Medal winners Nanjing 2014,"200 metres Individual Medley, Boys",Benjámin Grátz,HUN,Povilas Strazdas,LTU,Norbert Szabó,HUN
Medal winners Nanjing 2014,"4 × 100 metres Medley Relay, Boys",Russian Federation,RUS,Germany,GER,Australia,AUS
Medal winners Nanjing 2014,"50 metres Freestyle, Girls",Rozaliya Nasretdinova,RUS,Ami Matsuo,AUS,Darya Ustinova,RUS
Medal winners Nanjing 2014,"100 metres Freestyle, Girls",Shen Duo,CHN,Siobhán Haughey,HKG,Qiu Yuhan,CHN
Medal winners Nanjing 2014,"200 metres Freestyle, Girls",Shen Duo,CHN,Qiu Yuhan,CHN,Brianna Throssell,AUS
Medal winners Nanjing 2014,"400 metres Freestyle, Girls",Hannah Moore,USA,Sarisa Suwannachet,THA,Kathrin Demler,GER
Medal winners Nanjing 2014,"800 metres Freestyle, Girls",Simona Quadarella,ITA,Jimena Pérez,ESP,Joanna Evans,BAH
Medal winners Nanjing 2014,"4 × 100 metres Freestyle Relay, Girls",People's Republic of China,CHN,Russian Federation,RUS,Australia,AUS
Medal winners Nanjing 2014,"50 metres Backstroke, Girls",Maaike de Waard,NED,Jessica Fullalove,GBR,Gabrielle Fa'Amausili,NZL
Medal winners Nanjing 2014,"100 metres Backstroke, Girls",Clara Smiddy,USA,Jessica Fullalove,GBR,Bobbi Gichard,NZL
Medal winners Nanjing 2014,"200 metres Backstroke, Girls",Ambra EspositoHannah Moore,ITAUSA,—,—,África Zamorano,ESP
Medal winners Nanjing 2014,"50 metres Breaststroke, Girls",Rūta Meilutytė,LTU,Julia Willers,GER,Anna Sztankovics,HUN
Medal winners Nanjing 2014,"100 metres Breaststroke, Girls",Rūta Meilutytė,LTU,He Yun,CHN,Anastasiya Maliavina,UKR
Medal winners Nanjing 2014,"200 metres Breaststroke, Girls",Anastasiya Maliavina,UKR,Yang Ji-Won,KOR,Anna Sztankovics,HUN
Medal winners Nanjing 2014,"50 metres Butterfly, Girls",Rozaliya Nasretdinova,RUS,Svenja Stoffel,SUI,Nastja Govejšek,SLO
Medal winners Nanjing 2014,"100 metres Butterfly, Girls",Liliána Szilágyi,HUN,Zhang Yufei,CHN,Brianna Throssell,AUS
Medal winners Nanjing 2014,"200 metres Butterfly, Girls",Liliána Szilágyi,HUN,Zhang Yufei,CHN,Brianna Throssell,AUS
Medal winners Nanjing 2014,"200 metres Individual Medley, Girls",Nguyễn Thị Ánh Viên,VIE,Siobhán Haughey,HKG,Meghan Small,USA
Medal winners Nanjing 2014,"4 × 100 metres Medley Relay, Girls",People's Republic of China,CHN,Great Britain,GBR,Australia,AUS
Medal winners Nanjing 2014,"4 × 100 metres Freestyle Relay, Mixed Youth",People's Republic of China,CHN,Brazil,BRA,Australia,AUS
Medal winners Nanjing 2014,"4 × 100 metres Medley Relay, Mixed Youth",People's Republic of China,CHN,Russian Federation,RUS,Australia,AUS
Medal winners Nanjing 2014,Table Tennis,,,,,,
Medal winners Nanjing 2014,"Singles, Boys",Fan Zhendong,CHN,Yuto Muramatsu,JPN,Hugo Calderano,BRA
Medal winners Nanjing 2014,"Singles, Girls",Liu Gaoyang,CHN,Doo Hoi Kem,HKG,Lily Zhang,USA
Medal winners Nanjing 2014,"Team, Mixed Youth",People's Republic of China,CHN,Japan,JPN,"Hong Kong, China",HKG
Medal winners Nanjing 2014,Taekwondo,,,,,,
Medal winners Nanjing 2014,"≤48 kilograms, Boys",Mahdi Eshaghi,IRI,Wang Chen-Yu,TPE,Stéphane AudibertDaniel Chiovetta,FRAGER
Medal winners Nanjing 2014,"≤55 kilograms, Boys",Huang Yu-Jen,TPE,Joo Dong-Hun,KOR,Si Mohamed KetbiJesús Tortosa,BELESP
Medal winners Nanjing 2014,"≤63 kilograms, Boys",Edival Pontes,BRA,José Nava,MEX,Christian McNeishNabil Ennadiri,GBRNED
Medal winners Nanjing 2014,"≤73 kilograms, Boys",Səid Quliyev,AZE,Hamza Adnan-Karim,GER,Seif EissaDanial Salehimehr,EGYIRI
Medal winners Nanjing 2014,">73 kilograms, Boys",Yohan Miangué,FRA,Denys Voronovskyi,UKR,Liu JintaoTalha Bayram,CHNTUR
Medal winners Nanjing 2014,"≤44 kilograms, Girls",Panipak Wongpattanakit,THA,Ceren Özbek,AZE,Abigail StonesChen Zih-Ting,GBRTPE
Medal winners Nanjing 2014,"≤49 kilograms, Girls",Huang Huai-Hsuan,TPE,Indra Craen,BEL,Zhan TianruiMitzi Carrillo,CHNMEX
Medal winners Nanjing 2014,"≤55 kilograms, Girls",Ivana Babić,CRO,Fatma Sarıdoğan,TUR,Laura RoebbenTatyana Kudashova,BELRUS
Medal winners Nanjing 2014,"≤63 kilograms, Girls",Kimia Alizadeh,IRI,Yuliya Turutina,RUS,Zhang ChenDebbie Yopasa,CHNCOL
Medal winners Nanjing 2014,">63 kilograms, Girls",Kendall Yount,USA,Umida Abdullaeva,UZB,Li ChenYuliya Miyuts,CHNUKR
Medal winners Nanjing 2014,Tennis,,,,,,
Medal winners Nanjing 2014,"Singles, Boys",Kamil Majchrzak,POL,Orlando Luz,BRA,Andrey Rublyov,RUS
Medal winners Nanjing 2014,"Doubles, Boys",Brazil,BRA,Russian Federation,RUS,Japan,JPN
Medal winners Nanjing 2014,"Singles, Girls",Xu Shilin,CHN,Iryna Shymanovich,BLR,Akvilė Paražinskaitė,LTU
Medal winners Nanjing 2014,"Doubles, Girls",Mixed team 1,MIX,Russian Federation,RUS,Mixed team 2,MIX
Medal winners Nanjing 2014,"Doubles, Mixed Youth",Mixed team 1,MIX,Mixed team 2,MIX,Mixed team 3,MIX
Medal winners Nanjing 2014,Trampolining,,,,,,
Medal winners Nanjing 2014,"Individual, Boys",Dylan Schmidt,NZL,Liu Changxin,CHN,Pedro Ferreira,POR
Medal winners Nanjing 2014,"Individual, Girls",Zhu Xueying,CHN,Rana Nakano,JPN,Mariya Zakharchuk,RUS
Medal winners Nanjing 2014,Triathlon,,,,,,
Medal winners Nanjing 2014,"Sprint, Boys",Ben Dijkstra,GBR,Daniel Hoy,NZL,Emil Hansen,DEN
Medal winners Nanjing 2014,"Sprint, Girls",Brittany Dutton,AUS,Stephanie Jenks,USA,Émilie Morier,FRA
Medal winners Nanjing 2014,"Relay, Mixed Youth",Europe 1,MIX,Europe 3,MIX,Oceania 1,MIX
Medal winners Nanjing 2014,Weightlifting,,,,,,
Medal winners Nanjing 2014,"Bantamweight, Boys",Meng Cheng,CHN,Nguyễn Trần Anh Tuấn,VIE,Adkhamjon Ergashev,UZB
Medal winners Nanjing 2014,"Featherweight, Boys",Pak Jong-Ju,PRK,Sakda Meeboon,THA,Mirko Zanni,ITA
Medal winners Nanjing 2014,"Lightweight, Boys",Bozhidar Dimitrov Andreev,BUL,Vyacheslav Yarkin,RUS,Andrés Caicedo,COL
Medal winners Nanjing 2014,"Middleweight, Boys",Hakob Mkrtchyan,ARM,Venkat Rahul Ragala,IND,Zhaslan Kaliyev,KAZ
Medal winners Nanjing 2014,"Heavyweight, Boys",Khetag Khugayev,RUS,Farkhodbek Sobirov,UZB,Mohamed Shosha,EGY
Medal winners Nanjing 2014,"Super-Heavyweight, Boys",Simon Martirosyan,ARM,Tamaš Kajdoči,SRB,Anthony Coullet,FRA
Medal winners Nanjing 2014,"Featherweight, Girls",Jiang Huihua,CHN,Ri Song-Gum,PRK,Rebeka Koha,LAT
Medal winners Nanjing 2014,"Lightweight, Girls",Rattanaphon Pakkaratha,THA,Jong Chun-Hui,PRK,Nouha Landoulsi,TUN
Medal winners Nanjing 2014,"Middleweight, Girls",Chiang Nien-Hsin,TPE,Anastasiya Petrova,RUS,Sasha Nievas,ARG
Medal winners Nanjing 2014,"Heavyweight, Girls",Sara Samir,EGY,Ana Durán,MEX,Sofiya Zenchenko,UKR
Medal winners Nanjing 2014,"Super-Heavyweight, Girls",Duangaksorn Chaidee,THA,Svetlana Shcherbakova,RUS,Tatyana Kapustina,KAZ
Medal winners Nanjing 2014,Wrestling,,,,,,
Medal winners Nanjing 2014,"≤42 kilograms, Greco Roman, Boys",Ri Se-Ung,PRK,Fatih Aslan,TUR,Oleksiy Masyk,UKR
Medal winners Nanjing 2014,"≤50 kilograms, Greco Roman, Boys",Ilkhom Bakhromov,UZB,Cabbar Nəcəfov,AZE,Mohammadreza Aghaniachari,IRI
Medal winners Nanjing 2014,"≤58 kilograms, Greco Roman, Boys",Arslan Zubairov,RUS,Zaven Mikaelyan,ARM,Keramat Abdevali,IRI
Medal winners Nanjing 2014,"≤69 kilograms, Greco Roman, Boys",İslambək Dadov,AZE,Mason Manville,USA,Yevgeny Polivadov,KAZ
Medal winners Nanjing 2014,"≤85 kilograms, Greco Roman, Boys",Mark Bemalyan,RUS,Kiril Milov,BUL,Ahmed Ahmed,EGY
Medal winners Nanjing 2014,"≤46 kilograms, Freestyle, Boys",Ismail Gadzhiyev,RUS,Cade Olivas,USA,Cabbar Duyum,TUR
Medal winners Nanjing 2014,"≤54 kilograms, Freestyle, Boys",Mukhambet Kuatbek,KAZ,Daton Fix,USA,Vaghinak Matevosyan,ARM
Medal winners Nanjing 2014,"≤63 kilograms, Freestyle, Boys",Teymur Məmmədov,AZE,Anthony Montero,VEN,Iveriko Julakidze,GEO
Medal winners Nanjing 2014,"≤76 kilograms, Freestyle, Boys",Yajuro Yamasaki,JPN,Meki Simonia,GEO,Sargis Hovsepyan,ARM
Medal winners Nanjing 2014,"≤100 kilograms, Freestyle, Boys",İqbal Hacızadə,AZE,Dmitri Ceacusta,MDA,Abdalla El-Gizawee,EGY
Medal winners Nanjing 2014,"≤46 kilograms, Freestyle, Girls",Kim Son-Hyang,PRK,Bolormaa Dölgöön,MGL,Tatiana Doncila,MDA
Medal winners Nanjing 2014,"≤52 kilograms, Freestyle, Girls",Mayu Mukaida,JPN,Leyla Qurbanova,AZE,Olena Kremzer,UKR
Medal winners Nanjing 2014,"≤60 kilograms, Freestyle, Girls",Grace Bullen,NOR,Pei Xingru,CHN,Koumba Larroque,FRA
Medal winners Nanjing 2014,"≤70 kilograms, Freestyle, Girls",Darya Shisterova,RUS,Tuğba Kılıç,TUR,Natalia Strzałka,POL
Medal winners Lillehammer 2016,Alpine Skiing,,,,,,
Medal winners Lillehammer 2016,"Super G, Boys",River Radamus,USA,Pietro Canzio,ITA,Manuel Traninger,AUT
Medal winners Lillehammer 2016,"Giant Slalom, Boys",River Radamus,USA,Yohei Koyama,JPN,Anton Grammel,GER
Medal winners Lillehammer 2016,"Slalom, Boys",Manuel Traninger,AUT,Filip Vennerström,SWE,Odin Vassbotn Breivik,NOR
Medal winners Lillehammer 2016,"Combined, Boys",River Radamus,USA,Manuel Traninger,AUT,Pietro Canzio,ITA
Medal winners Lillehammer 2016,"Super G, Girls",Nadine Fest,AUT,Julia Scheib,AUT,Aline Danioth,SUI
Medal winners Lillehammer 2016,"Giant Slalom, Girls",Mélanie Meillard,SUI,Katrin Hirtl-Stanggaßinger,GER,Aline Danioth,SUI
Medal winners Lillehammer 2016,"Slalom, Girls",Aline Danioth,SUI,Ali Nullmeyer,CAN,Meta Hrovat,SLO
Medal winners Lillehammer 2016,"Combined, Girls",Aline Danioth,SUI,Mélanie Meillard,SUI,Katrin Hirtl-Stanggaßinger,GER
Medal winners Lillehammer 2016,"Team, Mixed Youth",Germany,GER,Russian Federation,RUS,Finland,FIN
Medal winners Lillehammer 2016,Biathlon,,,,,,
Medal winners Lillehammer 2016,"7.5 kilometres Sprint, Boys",Émilien Claude,FRA,Sivert Bakken,NOR,Yegor Tutmin,RUS
Medal winners Lillehammer 2016,"10 kilometres Pursuit, Boys",Sivert Bakken,NOR,Yegor Tutmin,RUS,Said Khalili,RUS
Medal winners Lillehammer 2016,"6 kilometres Sprint, Girls",Juliane Frühwirt,GER,Marthe Johansen,NOR,Arina Pantova,KAZ
Medal winners Lillehammer 2016,"7.5 kilometres Pursuit, Girls",Khrystyna Dmytrenko,UKR,Marthe Johansen,NOR,Lou Jeanmonnot,FRA
Medal winners Lillehammer 2016,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed Youth",Norway,NOR,Germany,GER,Italy,ITA
Medal winners Lillehammer 2016,"6 and 7.5 kilometres Single Relay, Mixed Youth",People's Republic of China,CHN,Norway,NOR,Russian Federation,RUS
Medal winners Lillehammer 2016,Bobsleigh,,,,,,
Medal winners Lillehammer 2016,"Monobob, Boys",Jonas Jannusch,GER,Maksim Ivanov,RUS,Kristian Olsen,NOR
Medal winners Lillehammer 2016,"Monobob, Girls",Laura Nolte,GER,Mercedes Schulte,AUT,Kelsea Purchall,GBR
Medal winners Lillehammer 2016,Cross Country Skiing,,,,,,
Medal winners Lillehammer 2016,"Sprint, Boys",Thomas Larsen,NOR,Kim Magnus,KOR,Vebjørn Hegdal,NOR
Medal winners Lillehammer 2016,"10 kilometres, Boys",Kim Magnus,KOR,Vebjørn Hegdal,NOR,Igor Fedotov,RUS
Medal winners Lillehammer 2016,"Cross, Boys",Kim Magnus,KOR,Thomas Larsen,NOR,Lauri Mannila,FIN
Medal winners Lillehammer 2016,"Sprint, Girls",Johanna Hagström,SWE,Yuliya Petrova,RUS,Martine Engebretsen,NOR
Medal winners Lillehammer 2016,"5 kilometres, Girls",Maya Yakunina,RUS,Chi Chunxue,CHN,Rebecca Immonen,FIN
Medal winners Lillehammer 2016,"Cross, Girls",Moa Lundgren,SWE,Johanna Hagström,SWE,Laura Chamiot Maitral,FRA
Medal winners Lillehammer 2016,Curling,,,,,,
Medal winners Lillehammer 2016,"Doubles, Mixed Youth",JPN/SUI,MIX,CHN/GBR,MIX,CHN/NOR,MIX
Medal winners Lillehammer 2016,"Curling, Mixed Youth",Canada,CAN,United States,USA,Switzerland,SUI
Medal winners Lillehammer 2016,Figure Skating,,,,,,
Medal winners Lillehammer 2016,"Singles, Boys",Sota Yamamoto,JPN,Deniss Vasiļjevs,LAT,Dmitry Aliyev,RUS
Medal winners Lillehammer 2016,"Singles, Girls",Polina Tsurskaya,RUS,Mariya Sotskova,RUS,Elizabet Tursynbaeva,KAZ
Medal winners Lillehammer 2016,"Pairs, Mixed Youth",Russian Federation 1,RUS,Czech Republic,CZE,Russian Federation 2,RUS
Medal winners Lillehammer 2016,"Ice Dancing, Mixed Youth",Russian Federation 1,RUS,United States,USA,Russian Federation 2,RUS
Medal winners Lillehammer 2016,"Team, Mixed Youth",Desire,MIX,Future,MIX,Discovery,MIX
Medal winners Lillehammer 2016,Freestyle Skiing,,,,,,
Medal winners Lillehammer 2016,"Ski Cross, Boys",Reece Howden,CAN,Xander Vercammen,BEL,Louis Muhlen-Schulte,AUS
Medal winners Lillehammer 2016,"Halfpipe, Boys",Birk Irving,USA,Finn Bilous,NZL,Trym Sunde Andreassen,NOR
Medal winners Lillehammer 2016,"Slopestyle, Boys",Birk Ruud,NOR,Alex Hall,USA,Finn Bilous,NZL
Medal winners Lillehammer 2016,"Ski Cross, Girls",Talina Gantenbein,SUI,Zali Offord,AUS,Klára Kašparová,CZE
Medal winners Lillehammer 2016,"Halfpipe, Girls",Madi Rowlands,GBR,Paula Cooper,USA,Lara Wolf,AUT
Medal winners Lillehammer 2016,"Slopestyle, Girls",Lana Prusakova,RUS,Lou Barin,FRA,Madi Rowlands,GBR
Medal winners Lillehammer 2016,Ice Hockey,,,,,,
Medal winners Lillehammer 2016,"Ice Hockey, Boys",United States,USA,Canada,CAN,Russian Federation,RUS
Medal winners Lillehammer 2016,"Skills Challenge, Boys",Eduard Cășăneanu,ROU,Sebastián Čederle,SVK,Aleks HaatanenErik Betzold,FINGER
Medal winners Lillehammer 2016,"Ice Hockey, Girls",Sweden,SWE,Czech Republic,CZE,Switzerland,SUI
Medal winners Lillehammer 2016,"Skills Challenge, Girls",Sena Takenaka,JPN,Anita Muraro,ITA,Theresa Schafzahl,AUT
Medal winners Lillehammer 2016,Luge,,,,,,
Medal winners Lillehammer 2016,"Singles, Boys",Kristers Aparjods,LAT,Paul-Lukas Heider,GER,Reid Watts,CAN
Medal winners Lillehammer 2016,"Singles, Girls",Brooke Apshkrum,CAN,Jessica Tiebel,GER,Madeleine Egle,AUT
Medal winners Lillehammer 2016,"Doubles, Open Youth",Italy,ITA,Germany,GER,Russian Federation,RUS
Medal winners Lillehammer 2016,"Team Relay, Mixed Youth",Germany,GER,Russian Federation,RUS,Italy,ITA
Medal winners Lillehammer 2016,Mixed Sports,,,,,,
Medal winners Lillehammer 2016,"Cross-Country Skiing / Ski Jumping / Nordic Combined Team, Mixed Youth",Russian Federation,RUS,Norway,NOR,Germany,GER
Medal winners Lillehammer 2016,"Freestyle/Snowboard Relay, Mixed Youth",Germany,GER,Switzerland,SUI,Mixed Team 4,MIX
Medal winners Lillehammer 2016,Nordic Combined,,,,,,
Medal winners Lillehammer 2016,"Normal Hill / 5 km, Individual, Boys",Tim Kopp,GER,Ben Loomis,USA,Ondřej Pažout,CZE
Medal winners Lillehammer 2016,Short Track Speed Skating,,,,,,
Medal winners Lillehammer 2016,"500 metres, Boys",Hong Kyung-Hwan,KOR,Kazuki Yoshinaga,JPN,Ma Wei,CHN
Medal winners Lillehammer 2016,"1,000 metres, Boys",Hwang Dae-Heon,KOR,Ma Wei,CHN,Shaoang Liu,HUN
Medal winners Lillehammer 2016,"500 metres, Girls",Zang Yize,CHN,Petra Jászapáti,HUN,Katrin Manoilova,BUL
Medal winners Lillehammer 2016,"1,000 metres, Girls",Kim Ji-Yoo,KOR,Lee Su-Youn,KOR,Anna Seidel,GER
Medal winners Lillehammer 2016,"3,000 metres Relay, Mixed Youth",Mixed team 2,MIX,Mixed team 3,MIX,Mixed team 6,MIX
Medal winners Lillehammer 2016,Skeleton,,,,,,
Medal winners Lillehammer 2016,"Skeleton, Boys",Yevgeny Rukosuyev,RUS,Alexander Hestengen,NOR,Robin Schneider,GER
Medal winners Lillehammer 2016,"Skeleton, Girls",Ashleigh Pittaway,GBR,Hannah Neise,GER,Agathe Bessard,FRA
Medal winners Lillehammer 2016,Ski Jumping,,,,,,
Medal winners Lillehammer 2016,"Normal Hill, Individual, Boys",Bor Pavlovčič,SLO,Marius Lindvik,NOR,Jonathan Siegel,GER
Medal winners Lillehammer 2016,"Normal Hill, Individual, Girls",Ema Klinec,SLO,Sofya Tikhonova,RUS,Lara Malsiner,ITA
Medal winners Lillehammer 2016,"Normal Hill, Team, Mixed Youth",Slovenia,SLO,Germany,GER,Austria,AUT
Medal winners Lillehammer 2016,Snowboarding,,,,,,
Medal winners Lillehammer 2016,"Slopestyle, Boys",Jake Pates,USA,Vladislav Khadarin,RUS,Rene Rinnekangas,FIN
Medal winners Lillehammer 2016,"Cross, Boys",Jake Vedder,USA,Alex Dickson,AUS,Sebastian Pietrzykowski,GER
Medal winners Lillehammer 2016,"Halfpipe, Boys",Jake Pates,USA,Nik Baden,USA,Tit Štante,SLO
Medal winners Lillehammer 2016,"Cross, Girls",Manon Petit-Lenoir,FRA,Sophie Hediger,SUI,Caterina Carpano,ITA
Medal winners Lillehammer 2016,"Slopestyle, Girls",Chloe Kim,USA,Elli Pikkujämsä,FIN,Henna Ikola,FIN
Medal winners Lillehammer 2016,"Halfpipe, Girls",Chloe Kim,USA,Emily Arthur,AUS,Jeong Yu-Rim,KOR
Medal winners Lillehammer 2016,Speed Skating,,,,,,
Medal winners Lillehammer 2016,"500 metres, Boys",Li Yanzhe,CHN,Kazuki Sakakibara,JPN,Jeong Jae-Ung,KOR
Medal winners Lillehammer 2016,"1,500 metres, Boys",Kim Min-Seok,KOR,Daichi Horikawa,JPN,Daan Baks,NED
Medal winners Lillehammer 2016,"Mass Start, Boys",Kim Min-Seok,KOR,Jeong Jae-Ung,KOR,Allan Dahl Johansson,NOR
